"DATE","TITLE","ACTIVITY"
"Jan 14, 2017 07:56","Part 2i - Summary of Contributions and Transfers Received",""

SUMMARY_DATA
"Client_id","Registered_association","Fiscal_period","Total_monetary_contributions-Contributions_from_individuals","Total_non-monetary_contributions-Contributions_from_individuals","Total_contributions-Contributions_from_individuals","Total_number_of_contributors-Contributions_from_individuals","Total_monetary_contributions-Contributions_from_corporations","Total_non-monetary_contributions-Contributions_from_corporations","Total_contributions-Contributions_from_corporations","Total_number_of_contributors-Contributions_from_corporations","Total_monetary_contributions-Contributions_from_trade_unions","Total_non-monetary_contributions-Contributions_from_trade_unions","Total_contributions-Contributions_from_trade_unions","Total_number_of_contributors-Contributions_from_trade_unions","Total_monetary_contributions-Contributions_from_associations","Total_contributions-Contributions_from_associations","Total_number_of_contributors-Contributions_from_associations","Total_monetary_contributions-Total_of_all_contributions","Total_non-monetary_contributions-Total_of_all_contributions","Total_contributions-Total_of_all_contributions","Total_number_of_contributions-Total_of_all_contributions","Total_monetary_transfers-Transfers_received_from_registered_parties","Total_non-monetary_transfers-Transfers_received_from_registered_parties","Total_transfers-Transfers_received_from_registered_parties","Total_monetary_transfers-Transfers_received_from_registered_associations","Total_non-monetary_transfers-Transfers_received_from_registered_associations","Total_transfers-Transfers_received_from_registered_associations","Total_monetary_transfers-Transfers_received_from_candidates","Total_non-monetary_transfers-Transfers_received_from_candidates","Total_transfers-Transfers_received_from_candidates","Total_monetary_transfers-Transfers_received_from_leadership_contestants","Total_transfers-Transfers_received_from_leadership_contestants","Total_monetary_transfers-Transfers_received_from_nomination_contestants","Total_transfers-Transfers_received_from_nomination_contestants","Total_monetary_transfers-Total_transfers_received","Total_non-monetary_transfers-Total_transfers_received","Total_transfers-Total_transfers_received","Total_monetary_contributions_and_transfers-Grand_total_of_Contributions_and_Transfers_Received","Total_non-monetary_contributions_and_transfers-Grand_total_of_Contributions_and_Transfers_Received","Total_contributions_and_transfers-Grand_total_of_Contributions_and_Transfers_Received"
"6634","Okanagan--Coquihalla Conservative Association","2005","18102.36","","18102.36","90","100","","100","1","","","","","","","","18202.36","","18202.36","91","5610","","5610","0","","","63766.13","","63766.13","","","","","69376.13","","69376.13","87578.49","","87578.49"
"10369","Okanagan--Coquihalla Conservative Association","2006","27880.03","","27880.03","271","","","","","","","","","","","","27880.03","","27880.03","","13374.7","","13374.7","","","","50000","","50000","","","","","63374.7","","63374.7","91254.73","","91254.73"
"3355","Okanagan--Coquihalla Federal Liberal Riding Association","2004","6371","","6371","31","","","0","0","","","0","0","","","0","6371","0","6371","31","255","","255","1000","","1000","","","0","","0","","0","1255","0","1255","7626","0","7626"
"7052","Okanagan--Coquihalla Federal Liberal Riding Association","2005","500","","500","2","","","0","0","","","0","0","","","0","500","0","500","2","45","","45","","","0","","","0","","0","","0","45","0","45","545","0","545"
"10786","Okanagan--Coquihalla Federal Liberal Riding Association","2006","450","0","450","2","0","0","0","0","0","0","0","0","0","0","0","450","0","450","2","145","0","145","0","0","0","0","0","0","0","0","0","0","145","0","145","595","0","595"
"3023","Okanagan-Coquihalla Federal NDP Riding Association","2004","11110.5","","11110.5","232","","","","","","","","","","","","11110.5","","11110.5","232","","","","","","","5973.25","","5973.25","","","","","5973.25","","5973.25","17083.75","","17083.75"
"6479","Okanagan-Coquihalla Federal NDP Riding Association","2005","4801.75","450","5251.75","155","","","","","","","","","","","","4801.75","450","5251.75","155","1077.28","","","","","","1429.82","","","","","","","2507.1","0","","7308.85","450","7758.85"
"10216","Okanagan-Coquihalla Federal NDP Riding Association","2006","320","","320","5","","","","","","","","","","","","320","","320","5","1738","","","","","","1223.24","","","","","","","2961.24","","","3281.24","",""
"2937","Okanagan--Coquihalla Green Party of Canada","2004","75","","75","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","75","","75"
"6881","Okanagan--Coquihalla Green Party of Canada","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10616","Okanagan--Coquihalla Green Party of Canada","2006","","","","","","","","","","","","","","","","","","","","709.34","","709.34","0","","","","","","","","","","","","","709.34","","709.34"
"2710","Okanagan--Shuswap Conservative Association","2004","6640.63","","6640.63","376","50","","50","1","","","","","","","","6690.63","","6690.63","377","","","","894.11","","894.11","","","","","","","","894.11","","894.11","7584.74","","7584.74"
"6698","Okanagan--Shuswap Conservative Association","2005","7074.11","","7074.11","60","","","","","","","","","","","","7074.11","","7074.11","60","","","","","","","","","","","","","","","","","7074.11","","7074.11"
"10433","Okanagan--Shuswap Conservative Association","2006","8294.9","","8294.9","836","","","","","","","","","","","","8294.9","","8294.9","836","","","","","","","61132.08","","61132.08","","","","","61132.08","","61132.08","69426.98","","69426.98"
"3353","Okanagan--Shuswap Federal Liberal Association","2004","4020","","4020","24","4400","","4400","10","","","0","0","","","0","8420","0","8420","34","1220","","1220","1500","","1500","","","0","","0","","0","2720","0","2720","11140","0","11140"
"7037","Okanagan--Shuswap Federal Liberal Association","2005","500","","500","1","","","0","0","","","0","0","","","0","500","0","500","1","980","","980","","","0","6046.98","","6046.98","","0","","0","7026.98","0","7026.98","7526.98","0","7526.98"
"10771","Okanagan--Shuswap Federal Liberal Association","2006","3250","0","3250","3","0","0","0","0","0","0","0","0","0","0","0","3250","0","3250","3","1380","0","1380","0","0","0","2218","0","2218","0","0","0","0","3598","0","3598","6848","0","6848"
"3021","Okanagan--Shuswap Federal NDP Riding Association","2004","20856.37","","20856.37","303","","","0","0","","","0","0","","","0","20856.37","0","20856.37","303","735.29","","735.29","400.75","","400.75","4268.12","","4268.12","","0","","0","5404.16","0","5404.16","26260.53","0","26260.53"
"6437","Okanagan--Shuswap Federal NDP Riding Association","2005","6780","","6780","50","","","0","0","","","0","0","","","0","6780","0","6780","50","5350.51","","5350.51","","","0","4028.99","","4028.99","","0","","0","9379.5","0","9379.5","16159.5","0","16159.5"
"10174","Okanagan--Shuswap Federal NDP Riding Association","2006","500","","500","2","","","","","","","","","","","","500","","500","2","80.8","","80.8","","","","","","","","","","","80.8","","80.8","580.8","","580.8"
"2821","Oshawa Conservative Association","2004","9398","","9398","174","300","","300","2","","","","","","","","9698","","9698","176","3630.1","","3630.1","2743.92","","2743.92","","","","","","","","6374.02","","6374.02","16072.02","","16072.02"
"6643","Oshawa Conservative Association","2005","21617.38","","21617.38","303","3043.38","","3043.38","16","","","","","","","","24660.76","","24660.76","319","1399","","1399","","","","","","","","","","","1399","","1399","26059.76","","26059.76"
"10378","Oshawa Conservative Association","2006","21483.29","","21483.29","137","1021.92","","1021.92","4","","","","","","","","22505.21","","22505.21","141","4005","","4005","2000","","2000","3674.65","","3674.65","","","","","9679.65","","9679.65","32184.86","","32184.86"
"10907","Oshawa Federal Green Party Association","2006","100","","","5","","","","","","","","","","","","100","","","","851.65","","","","","","416.98","","","","","","","1268.63","","","1368.63","",""
"3463","Oshawa Federal Liberal Association","2004","9660","","9660","17","2600","","2600","6","","","","","","","","12260","","12260","23","14159.72","500","14659.72","","","","","","","","","","","14159.72","500","14659.72","26419.72","500","26919.72"
"7072","Oshawa Federal Liberal Association","2005","9501.4","","0","28","5952.8","","0","22","","","0","0","","","0","0","0","0","0","","","0","","","0","","","0","","0","","0","0","0","0","15454.2","0","0"
"10806","Oshawa Federal Liberal Association","2006","358.16","0","358.16","2","0","0","0","0","0","0","0","0","0","0","0","358.16","0","358.16","2","5575","0","5575","0","0","0","19525.6","0","19525.6","0","0","0","0","25100.6","0","25100.6","25458.76","0","25458.76"
"3112","Oshawa Federal NDP Riding Association","2004","1775","","1775","12","","","0","0","","","0","0","","","0","1775","0","1775","12","772","","772","","","0","247.72","","247.72","","0","","0","1019.72","0","1019.72","2794.72","0","2794.72"
"6539","Oshawa Federal NDP Riding Association","2005","21525","","21525","94","","","0","0","","","0","0","","","0","21525","0","21525","94","10538.44","","10538.44","","","0","35.78","","35.78","","0","","0","10574.22","0","10574.22","32099.22","0","32099.22"
"10275","Oshawa Federal NDP Riding Association","2006","14176.8","0","14176.8","84","500","0","500","1","0","0","0","0","0","0","0","14676.8","0","14676.8","85","7786.26","0","7786.26","0","0","0","48.79","0","48.79","0","0","0","0","7835.05","0","7835.05","22511.85","0","22511.85"
"3946","Ottawa Centre Conservative Association","2004","1520","","1520","12","","","","","","","","","","","","1520","","1520","12","","","","","","","","","","","","","","","","","1520","","1520"
"7020","Ottawa Centre Conservative Association","2005","15385","2359.71","17744.71","95","600","","600","3","","","","","","","","15985","2359.71","18344.71","98","","","","","","","20000","","20000","","","","","20000","","20000","35985","2359.71","38344.71"
"10754","Ottawa Centre Conservative Association","2006","7800","","7800","","","","","","","","","","","","","","","","","175","","175","","","","","","","","","","","","","","7975","","7975"
"2969","Ottawa Centre Federal Green Party Association","2004","11113","0","11113","204","","","","","","","","","","","","11113","","11113","204","","","","","","","","","","","","","","","","","11113","","11113"
"6356","Ottawa Centre Federal Green Party Association","2005","21570","","21570","136","770","","770","5","","","0","0","","","0","22340","0","22340","141","500","","500","","","0","271.73","","271.73","","0","","0","771.73","0","771.73","23111.73","0","23111.73"
"10093","Ottawa Centre Federal Green Party Association","2006","6912.5","","6912.5","33","1500","","1500","2","","","","","","","","8412.5","","8412.5","35","","","","","","","19624.85","","19624.85","","","","","19624.85","","19624.85","28037.35","","28037.35"
"3464","Ottawa Centre Federal Liberal Association","2004","7120","","7120","27","27050","","27050","47","","","","","","","","34170","","34170","74","2874.82","","2874.82","","","","","","","","","","","2874.82","","2874.82","37044.82","","37044.82"
"6164","Ottawa Centre Federal Liberal Association","2005","29337.39","","29337.39","37","14584.33","","14584.33","21","","","0","0","","","0","43921.72","0","43921.72","58","11805.26","","11805.26","","","0","","","0","","0","","0","11805.26","0","11805.26","55726.98","0","55726.98"
"9901","Ottawa Centre Federal Liberal Association","2006","9459.92","","9459.92","100","","","","","","","","","","","","9459.92","","9459.92","100","4089.96","","4089.96","","","","","","","","","","","4089.96","0","4089.96","13549.88","","13549.88"
"3113","Ottawa Centre Federal NDP Riding Association","2004","62748.88","","62748.88","395","","","0","0","","","0","0","","","0","62748.88","0","62748.88","395","42910","","42910","","","0","10414.33","4225","14639.33","","0","","0","53324.33","4225","57549.33","116073.21","4225","120298.21"
"6425","Ottawa Centre Federal NDP Riding Association","2005","60606.55","","60606.55","366","","","0","0","","","0","0","","","0","60606.55","0","60606.55","366","8298","","8298","","","0","","","0","","0","","0","8298","0","8298","68904.55","0","68904.55"
"10162","Ottawa Centre Federal NDP Riding Association","2006","17643","0","17643","117","0","0","0","0","0","0","0","0","0","0","0","17643","0","17643","117","3954.51","0","3954.51","0","0","0","8149.62","0","8149.62","0","0","0","0","12104.13","0","12104.13","29747.13","0","29747.13"
"2823","Ottawa South Conservative Association","2004","56226.58","","56226.58","1502","12125.01","","12125.01","32","","","0","0","","","0","68351.59","0","68351.59","1534","11999.1","","11999.1","61.79","","61.79","","","0","","0","","0","12060.89","0","12060.89","80412.48","0","80412.48"
"6872","Ottawa South Conservative Association","2005","22875","","22875","196","1275","","1275","10","","","0","0","","","0","24150","0","24150","206","24000","","24000","","","0","","","0","","0","","0","24000","0","24000","48150","0","48150"
"10607","Ottawa South Conservative Association","2006","6557.68","","6557.68","76","190.84","","190.84","2","","","","","","","","6748.52","","6748.52","78"," -11709.65",""," -11709.65","3129.6","","3129.6","47887.5","","47887.5","","","","","39307.45","","39307.45","46055.97","","46055.97"
"3454","Ottawa South Federal Liberal Association","2004","9571.25","","9571.25","35","4287.5","","4287.5","14","","","","","","","","13858.75","","13858.75","49","22607.75","","22607.75","","","","","","","","","","","22607.75","","22607.75","36466.5","","36466.5"
"6166","Ottawa South Federal Liberal Association","2005","40098.15","","40098.15","72","19862.55","","19862.55","32","","","","","","","","59960.7","","59960.7","104","25309.46","","25309.46","","","","","","","","","","","25309.46","","25309.46","85270.16","","85270.16"
"9903","Ottawa South Federal Liberal Association","2006","22260.31","0","22260.31","109","2650","0","2650","6","0","0","0","0","0","0","0","24910.31","0","24910.31","115","3369.29","0","3369.29","0","0","0","35373.26","0","35373.26","0","0","0","0","38742.55","0","38742.55","63652.86","0","63652.86"
"3114","Ottawa South Federal NDP","2004","33211.36","138","33349.36","167","1700","89.77","1789.77","4","","","0","0","","","0","34911.36","227.77","35139.13","171","2040","","2040","","","0","","","0","","0","","0","2040","0","2040","36951.36","227.77","37179.13"
"6523","Ottawa South Federal NDP","2005","5716","","5716","30","","","","","","","","","","","","5716","","5716","30","8608.14","","8608.14","","","","803.79","","803.79","","","","","9411.93","","9411.93","15127.93","","15127.93"
"10260","Ottawa South Federal NDP","2006","1290","0","1290","6","0","0","0","0","0","0","0","0","0","0","0","1290","0","1290","6","13000","0","13000","0","0","0","3178.12","0","3178.12","0","0","0","0","16178.12","0","16178.12","17468.12","0","17468.12"
"10928","Ottawa South PC Party Association","2006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2825","Ottawa West--Nepean Conservative Association","2004","29560.16","","29560.16","375","1295","","1295","6","","","","","","","","30855.16","","30855.16","381","70796.46","","70796.46","","","","35146.29","","35146.29","","","","","105942.75","","105942.75","136797.91","","136797.91"
"6649","Ottawa West--Nepean Conservative Association","2005","59854.32","","59854.32","2060","7980","800","8780","43","320","","320","1","","","0","68154.32","800","68954.32","2104","","","0","","","0","","","0","","0","","0","0","0","0","68154.32","800","68954.32"
"10384","Ottawa West--Nepean Conservative Association","2006","17241","0","17241","155","382","0","382","2","0","0","0","0","0","0","0","17623","0","17623","157","15650","0","15650","0","0","0","664.47","0","664.47","0","0","0","0","16314.47","0","16314.47","33937.47","0","33937.47"
"3445","Ottawa West--Nepean Federal Liberal Association","2004","26890.2","","26890.2","187","5971.79","","5971.79","27","","","","","","","","32861.99","","32861.99","214","27700.22","","27700.22","","","","29400","","29400","","","","","57100.22","","57100.22","89962.21","","89962.21"
